App Name,API Product,Environments,API Proxy
CMS,PESONet,"int-prod-1,int-prod-2,int-prod-3,int-prod-4",Edge-PESONet-BAPI
Remittance,BRS-SAF-Extractor-Web-Service-Product,"int-prod-1,int-prod-2,int-prod-3,int-prod-4",BRS-SAF-Extractor-Web-Service
OAuth2-Token-v2,OAuth2-Token-v2,"int-prod-1,int-prod-2,int-prod-3,int-prod-4",OAuth2-Token-API-V1
OAuth2-Token-v2,Remittance-v1,"int-prod-1,int-prod-2,int-prod-3,int-prod-4",Remittance-BAPI-v1
Customer-Portal-PROD,ApiBanking-CIAM-v1-PROD,"int-prod-1,int-prod-2,int-prod-3,int-prod-4",ApiBanking-GetUsersByCIF-v1
Customer-Portal-PROD,ApiBanking-CIAM-v1-PROD,"int-prod-1,int-prod-2,int-prod-3,int-prod-4",ApiBanking-Login-v1
Customer-Portal-PROD,ApiBanking-CIAM-v1-PROD,"int-prod-1,int-prod-2,int-prod-3,int-prod-4",ApiBanking-Logout-v1
Customer-Portal-PROD,ApiBanking-CIAM-v1-PROD,"int-prod-1,int-prod-2,int-prod-3,int-prod-4",ApiBanking-UserAttributes-v1
Customer-Portal-PROD,ApiBanking-CIAM-v1-PROD,"int-prod-1,int-prod-2,int-prod-3,int-prod-4",ApiBanking-Login2FA-v1
Customer-Portal-PROD,Enteprise-User-Administration-v1,"int-prod-1,int-prod-2,int-prod-3,int-prod-4",Enteprise-User-Administation
QMS-PROD,ApiBanking-CIAM-v1-PROD,"int-prod-1,int-prod-2,int-prod-3,int-prod-4",ApiBanking-GetUsersByCIF-v1
QMS-PROD,ApiBanking-CIAM-v1-PROD,"int-prod-1,int-prod-2,int-prod-3,int-prod-4",ApiBanking-Login-v1
QMS-PROD,ApiBanking-CIAM-v1-PROD,"int-prod-1,int-prod-2,int-prod-3,int-prod-4",ApiBanking-Logout-v1
QMS-PROD,ApiBanking-CIAM-v1-PROD,"int-prod-1,int-prod-2,int-prod-3,int-prod-4",ApiBanking-UserAttributes-v1
QMS-PROD,ApiBanking-CIAM-v1-PROD,"int-prod-1,int-prod-2,int-prod-3,int-prod-4",ApiBanking-Login2FA-v1
QMS-PROD,ApiBanking-BillsPayment-v1-PROD,"int-prod-1,int-prod-2,int-prod-3,int-prod-4",ApiBanking-Billers-v2
QMS-PROD,BankGenie-v1-PROD,"int-prod-1,int-prod-2,int-prod-3,int-prod-4",BankGenie-v1
bop,ApiBanking-CIAM-v1-PROD,"int-prod-1,int-prod-2,int-prod-3,int-prod-4",ApiBanking-GetUsersByCIF-v1
bop,ApiBanking-CIAM-v1-PROD,"int-prod-1,int-prod-2,int-prod-3,int-prod-4",ApiBanking-Login-v1
bop,ApiBanking-CIAM-v1-PROD,"int-prod-1,int-prod-2,int-prod-3,int-prod-4",ApiBanking-Logout-v1
bop,ApiBanking-CIAM-v1-PROD,"int-prod-1,int-prod-2,int-prod-3,int-prod-4",ApiBanking-UserAttributes-v1
bop,ApiBanking-CIAM-v1-PROD,"int-prod-1,int-prod-2,int-prod-3,int-prod-4",ApiBanking-Login2FA-v1
bop,BOP-v1,"int-prod-1,int-prod-2,int-prod-3,int-prod-4",BOP-EUA
bop,BOP-v1,"int-prod-1,int-prod-2,int-prod-3,int-prod-4",MS-passthrough-v1
PPAY-BOP,BOP-v1,"int-prod-1,int-prod-2,int-prod-3,int-prod-4",BOP-EUA
PPAY-BOP,BOP-v1,"int-prod-1,int-prod-2,int-prod-3,int-prod-4",MS-passthrough-v1
CMS-ePayments-NatashaSalesAndMarketingCorp-App,CMS-ePayments-Merchant-Product,int-prod-1,TBG-CMSEpayment-Microsite-ApiBanking_Authorize-V1
CMS-ePayments-NatashaSalesAndMarketingCorp-App,CMS-ePayments-Merchant-Product,int-prod-1,TBG-CMSEpayment-Microsite-CMS_BillPaymentInquiry-V1
CMS-ePayments-NatashaSalesAndMarketingCorp-App,CMS-ePayments-Merchant-Product,int-prod-1,CMS-DataValidate-v1
CMS-ePayments-NatashaSalesAndMarketingCorp-App,CMS-ePayments-Merchant-Product,int-prod-1,TBG-CMSEpayment-Microsite-ApiBanking_Login-V1
Evolution-CMS,BDO-Evolution-Product,int-prod-1,BBG-Evolution-BDO_Evolution-V1
Evolution-CMS,BDO-Evolution-Product,int-prod-1,Evolution-hoststatus
Evolution-CMS,ApiBanking-Login-v1,int-prod-1,TBG-CMSEpayment-Microsite-ApiBanking_Login-V1
Evolution-CMS,southbound-ms,"int-preprod-1,int-prod-1",TBG-CMSEpayment-Microsite-ApiBanking_Login-V1
Evolution-CMS,southbound-ms,"int-preprod-1,int-prod-1",TBG-CMSEpayment-Microsite-SouthBound_Proxy-V1
Evolution-CMS,southbound-ms,"int-preprod-1,int-prod-1",Retail-BRS_R-ApiBanking_Login-V1
Evolution-CMS,BDO-Evolution-Product-PreProd,int-preprod-1,BBG-Evolution-BDO_Evolution-V1
Evolution-CMS,BDO-Evolution-Product-PreProd,int-preprod-1,Evolution-hoststatus
Evolution-CMS,southbound-ms,"int-preprod-1,int-prod-1",TBG-CMSEpayment-Microsite-ApiBanking_Login-V1
Evolution-CMS,southbound-ms,"int-preprod-1,int-prod-1",TBG-CMSEpayment-Microsite-SouthBound_Proxy-V1
Evolution-CMS,southbound-ms,"int-preprod-1,int-prod-1",Retail-BRS_R-ApiBanking_Login-V1
Evolution-ATMQRBiometrics,BDO-Evolution-Product-PreProd,int-preprod-1,BBG-Evolution-BDO_Evolution-V1
Evolution-ATMQRBiometrics,BDO-Evolution-Product-PreProd,int-preprod-1,Evolution-hoststatus
